sentence,category,RequisitionID,JobTitle
"If you are an individual with a disability and you would like us to assist you with searching the Careers Page site for employment opportunities and/or assistance with completing your profile and application, please contact us at 1-888-357-7020 or email us with your request to NorthAmericaTA@bureauveritas.com.",Legal,159015,ENGINEER (all other)
We are happy to assist you and encourage you to consider Bureau Veritas for your next great career opportunity!,Marketing,159015,ENGINEER (all other)
"If you would like additional information regarding Bureau Veritas' federal obligations in regards to equal employment opportunity, please click the link below: http://www1.eeoc.gov/employers/upload/eeocselfprintposter.pdf",Legal,159015,ENGINEER (all other)
"CoStar Group (NASDAQ: CSGP) is a leading global provider of commercial and residential real estate information, analytics, and online marketplaces.",Marketing,R32131,ENGINEER (all other)
"Included in the S&P 500 Index and the NASDAQ 100, CoStar Group is on a mission to digitize the world's real estate, empowering all people to discover properties, insights and connections that improve their businesses and lives.",Marketing,R32131,ENGINEER (all other)
"We have been living and breathing the world of real estate information and online marketplaces for over 35 years, giving us the perspective to create truly unique and valuable offerings to our customers.",Marketing,R32131,ENGINEER (all other)
"We've continually refined, transformed and perfected our approach to our business, creating a language that has become standard in our industry, for our customers, and even our competitors.",Marketing,R32131,ENGINEER (all other)
We continue that effort today and are always working to improve and drive innovation.,Marketing,R32131,ENGINEER (all other)
"This is how we deliver for our customers, our employees, and investors.",Marketing,R32131,ENGINEER (all other)
"By equipping the brightest minds with the best resources available, we provide an invaluable edge in real estate.",Marketing,R32131,ENGINEER (all other)
CoStar Group is currently seeking an experienced and professional Audio-Visual Engineer.,Description,R32131,ENGINEER (all other)
The Audio-Visual Engineer is responsible for assisting in the installation and maintenance of our 400+ conference rooms and 80+ offices globally.,Description,R32131,ENGINEER (all other)
"The current infrastructure includes: + 170 Polycom endpoints and a 300-port RMX + Avaya CM 8.1 with 80+ gateways + Avaya Contact Center Elite Multichannel, Nice recording + Microsoft Teams and Zoom + 3,000 iPads, Polycom, and One-X + 4,500 employees and 400+ call center agents + 6 data centers, 3,000 VM hosts, F5 load balancers, and CheckPoint firewalls.",Description,R32131,ENGINEER (all other)
"This position is located in Richmond, VA and offers a hybrid schedule of 3 days in office and 2 days remote.",Description,R32131,ENGINEER (all other)
"Responsibilities + Installation, configuration, integration and test of videoconferencing, audiovisual equipment (videoconferencing, multimedia, audiovisual, projection systems, displays, cameras, microphones, integrated A/V systems, document cameras, streaming technologies, etc.) and collaboration technologies.",Description,R32131,ENGINEER (all other)
Integration and configuration of videoconferencing and A/V equipment with Extron control systems.,Description,R32131,ENGINEER (all other)
"Integration, test, configuration and troubleshooting of IP and ISDN networks in support of videoconferencing and A/V equipment.",Description,R32131,ENGINEER (all other)
"Prepare detailed installation, trouble-ticket reports and maintenance of customer service profiles.",Description,R32131,ENGINEER (all other)
Monitor construction activities and materials delivered to sites.,Description,R32131,ENGINEER (all other)
"Implement, monitor, and communicate the progress schedule and its periodic revisions including managing subcontractor schedules and quality-of-work.",Description,R32131,ENGINEER (all other)
Coordinate with Property Manager on renovation units from start to completion.,Description,R32131,ENGINEER (all other)
Inspect units received from management before accepting for renovation and communicate any issues.,Description,R32131,ENGINEER (all other)
Schedule punch walk with management and ensure punch list items are completed by subcontractors and other teams.,Description,R32131,ENGINEER (all other)
Schedule final walk with management.,Description,R32131,ENGINEER (all other)
Ensure all work meets or exceeds the contract specifications and standard of excellence of our teams.,Description,R32131,ENGINEER (all other)
"Basic Qualifications + Bachelor's Degree required from an accredited, not for profit university or college.",Requirements,R32131,ENGINEER (all other)
A track record of commitment to prior employers.,Requirements,R32131,ENGINEER (all other)
3+ years of related experience in support and trouble-shooting of videoconferencing and A/V technologies and networks.,Requirements,R32131,ENGINEER (all other)
"Strong knowledge of Polycom, and legacy videoconferencing systems required.",Requirements,R32131,ENGINEER (all other)
"Experience with MCUs, gateways, gatekeepers, and infrastructure hardware and software.",Requirements,R32131,ENGINEER (all other)
"Knowledge and familiarity with the installation, configuration and trouble-shooting Extron control systems.",Requirements,R32131,ENGINEER (all other)
"Demonstrated knowledge of H.323, H.320 and SIP networks.",Requirements,R32131,ENGINEER (all other)
Working knowledge of videoconferencing standards.,Requirements,R32131,ENGINEER (all other)
Proficient in the use of Microsoft's Office Suite.,Requirements,R32131,ENGINEER (all other)
May require occasional lifting (up to 50 lbs.).,Requirements,R32131,ENGINEER (all other)
"Travel- this position will require travel to our multiple offices across the country, up to 60% of the time.",Requirements,R32131,ENGINEER (all other)
Preferred Qualifications And Skills + VoIP and networking experience a plus.,Requirements,R32131,ENGINEER (all other)
Strong customer service and organizational skills.,Requirements,R32131,ENGINEER (all other)
Demonstrated ability to work independently and exercise good judgment.,Requirements,R32131,ENGINEER (all other)
CAD and Visio skills a plus.,Requirements,R32131,ENGINEER (all other)
"Strong project management skills, detailed oriented, and ability to handle multiple tasks.",Requirements,R32131,ENGINEER (all other)
